,NAMC_ID,NAMC_CODE,NAMC_term,NAMC__term_diacritical,NAMC__term_DEVANAGARI,short_definition,long_definition,ontology_branches,section
133,135,AAC-4,ARDITAH,arditaḥ,अर्दितः,facial paralysis ,contraction of arms contraction of legs contraction of knees lateral deviation of mouth deviation of nose deviation of eyebrow deviation of forehead slight/deviation of eye deviation of jaw unable to put food bolus properly in mouth/difficulty in eating deviation of nose ocassional inactivity of eyes supression of sneezing/holding sneezing speech affliction /dysphasia distorted/sluggish speech loosening of teeth hearing impairment hoarseness of voice/loss of voice leg pain pain in hands pain in eyes pain in calf muscles pain in thighs pain in temporal part of head pain in ear/otalgia pain in side of face including temple distorted speech ambiguity in spoken words deviation of mouth on laughing shaking of head staring look hearing impairment/loss impairment in sense of smelling memory impairment fear on sleep/fearful look on sleep spitting on laterally/salivation from angle of mouth shutting of one eye/closed one eye sharp pain in body above collar bone/severe pain in head and neck region afflicting half of the body (vertical/saggital or transverse,,Ayurveda
134,136,AAC-4.1,ARDITA-PURVARUPAM,ardita-pūrvarupam,अर्दित-पूर्वरुपम्,prodromes of facial paralysis ,horripilation shivering/tremors turbid/muddy eyes numbness in skin pricking pain neck stiffness lock jaw/catching sensation over jaw upward movement of vāyu,,Ayurveda
135,137,AAC-4.2,ASADHYA-ARDITAH,asādhya-arditaḥ,असाध्य-अर्दितः,irremediable facial palsy ,"incoherent speech stammering speech/unable to speak, aphasia debilitatated person tremors unable to close eye",,Ayurveda
136,138,AAC-5,ASTHIPRABEDAH,asthiprabhēdaḥ,अस्थिप्रभेदः,osteodynia/ostealgia ,,,Ayurveda
137,139,AAC-6,ASTHISOSHAH,asthiśōṣaḥ,अस्थिशोषः,osteopenia/osteoporosis ,,,Ayurveda
138,140,AAC-7,VATASHTHILA,vātāṣṭhīlā,वाताष्ठीला,prostatic enlargement ,"distention of urinary bladder distension in the rectum obstruction in passage of urine obstruction in passage of feces severe pain obstruction to passage of flatus, urine and fecal matter stony hard globular swelling/gland below navel upwardly extended prominent gland in navel",,Ayurveda
139,141,AAC-8,AVABAHUKAH,avabāhukaḥ,अवबाहुकः,frozen shoulder ,atrophy of the structure binding the shoulder joints/wasting of shoulder region contraction of ligaments inhibition of movements of upperlimb,,Ayurveda
140,142,AAC-9,URUSTAMBAH/ADHYAVATAH,ūrustambhaḥ/āḍhyavātaḥ,ऊरुस्तम्भः/आढ्यवातः,stiff thigh ,severe tiredness in calf muscles severe tiredness of thighs slight burning slight pain pain on stepping inability to perceive cold touch unable to stand unable to tolerate pressure unable/difficulty in walking inability to move feels as if thighs are broken feels as if legs are broken stiffnes of thigh cold on touch/feel of thigh loss of sensation in thigh thigh feels as if it belongs to someone else heaviness of thigh severe frequent pain insensibility/meditatitve appearance generalised bodyache a sensation of being covered with wet clothes drowsiness/lassitude vomiting tastelessness fever feeling of weakness of feet/legs difficulty in raising/lifting legs numbness,,Ayurveda
141,143,AAC-9.1,URUSTAMBA-PURVARUPAM,ūrustambha-pūrvarūpam,ऊरुस्तम्भ-पूर्वरूपम्,prodromes of stiff-thigh ,insensibility/meditatitve appearance sleep excessive rigidity tastelessness fever horripilation vomiting asthenia/fatigue of calf muscles fatigue /weakness in thighs,,Ayurveda
142,144,AAC-9.2,ASADHYA-URUSTAMBAH,asādhya-ūrustambhaḥ,असाध्य-ऊरुस्तम्भः,intractable stiff-thigh ,burning sensation pain pricking pain shivering/tremors,,Ayurveda
143,145,AAC-10,AMSASOSHAH,aṁsaśōṣaḥ,अंसशोषः,shoulder muscle atrophy ,atrophy of the structure binding the shoulder joints/wasting of shoulder region,,Ayurveda
144,146,AAC-11,AKSHEPAKAH,ākṣēpakaḥ,आक्षेपकः,clonic convulsion ,sudden movements of limbs wasting of hands wasting of feet wasting of blood vessels wasting of muscles wasting of tendons,,Ayurveda
145,147,AAC-12,ADHMANAM,ādhmānam,आध्मानम्,distension/tympanites/meteorism ,gurgling sound of the intestines/barborygmus excessive pain abdominal distention obstruction of flatus,Note: Also Classifed under annavahasrōtōvikāraḥ[EB],Ayurveda
146,148,AAC-12.1,PRATYADHMANAH/PRATYANAHAH,pratyādhmānaḥ/pratyānāhaḥ,प्रत्याध्मानः/प्रत्यानाहः,tympanites/meteorism ,ādhmāna originated from amaśaya gurgling sound of the intestines/barborygmus excessive pain distention of abdomen obstruction of flatus,Note: Also Classifed under annavahasrōtōvikāraḥ[EB],Ayurveda
147,567,AAC-12.2,AMAJA-ANAHAH,āmaja-ānāhaḥ,आमज-आनाहः,ānāha due to āma ,"thirst cold, catarrh burning sensation in the head colicky pain in epigastric region fullness/heavyness in epigastric region nausea absense of eructation tightness in the pericordial region",Note: Also Classifed under annavahasrōtōvikāraḥ[EB],Ayurveda
148,568,AAC-12.3,PURISHAJA-ANAHAH/PURISHA SULA/PAKVASAYAJANAHAH,purīṣaja-ānāhaḥ/purīṣa śūla/pakvāśayajānāhaḥ,पुरीषज-आनाहः/पुरीष शूल/पक्वाशयजानाहः,ānāha due to faeces ,stiffness of waist/lowback stiffness of back retention of stool/feces retension of urine colicky pain in the abdomen syncope/attacks of swooning faecal vomoting breathlessness/difficult breathing other symptoms of alasaka,Note: Also Classifed under annavahasrōtōvikāraḥ[EB],Ayurveda
149,2983,AAC-12.4,VIBANDHA,vibandha,विबन्ध,simple constipation,,,Ayurveda
150,149,AAC-13,BAHIRAYAMAH/BAHYAYAMAH/DHANUHSTAMBAH,bahirāyāmaḥ/bāhyāyāmaḥ/dhanuḥstambhaḥ,बहिरायामः/बाह्यायामः/धनुःस्तम्भः,opisthotonus ,backward bending of head raising up of chest part of body torticollis/stiffness of neck bending of neck/neck pain? grinding of teeth/teeth biting yawning salivation chocked voice confusion/weakness after the attack /episode breaking type of pain in chest-back-thigh,,Ayurveda
151,150,AAC-13.1,ASADHYADHANUSHKAMPA,asādhyadhanuṣkaṁpa,असाध्यधनुष्कंप,irremediable opisthotonus ,discoloured teeth discoloured face flaccidity/laxity loss of conciousness excessive perspiration,,Ayurveda
152,151,AAC-14,URDHVAVATAH,ūrdhvavātaḥ,ऊर्ध्ववातः,obstruction of vāta in the intestine/reverse peristalsis ,excessive belchings/eructation,,Ayurveda
153,152,AAC-15,EKANGAVATAH,ēkāṅgavātaḥ,एकाङ्गवातः,monoplegia ,cessation of activity/inability to do movement ( whole body/half body) pain impediment of speech/dysphasia contraction in one lower limb contraction in one upper limb pricking pain sharp/acute pain senseless/unconciousness,,Ayurveda
154,153,AAC-16,KALAYAKHANJAH,kalāyakhañjaḥ,कलायखञ्जः,kesari palsy/lathyrism ,trembles on walking walks like dragging/lameness loss of the controll of the joint/loose joint ligaments,,Ayurveda
155,154,AAC-17,KROSHTUKASIRSHAH,krōṣṭukaśīrṣaḥ,क्रोष्टुकशीर्षः,knee synovitis ,big and painful swelling in the knee joint/swelling in knee which appears like jackal head severe pain in middle of knee,,Ayurveda
156,155,AAC-18,KHANJAH/KHANJATVAM,khañjaḥ/khañjatvam,खञ्जः/खञ्जत्वम्,lameness (unilateral) ,paralyzed single thigh,,Ayurveda
157,156,AAC-19,KHALLI,khallī,खल्ली,twisting-pain on limbs ,cramp in feet cramp in the calf cramp in the thigh cramp in the wrist cramp in hand,,Ayurveda
158,157,AAC-20,GRUDHRASI,gr̥dhrasī,गृध्रसी,sciatia ,gradual stiffness in gluteal region- low back- upper back- thigh- knee- calf muscles- feet constant/frequent throbbing/twiching sensation moving to and fro/stretching of thigh supression/holding down of thighs,,Ayurveda
159,158,AAC-20.1,VATIKAGRUDHRASI,vātikagr̥dhrasī,वातिकगृध्रसी,gRudhrasI due to vāṭa ,gradual stiffness in gluteal region- low back- upper back- thigh- knee- calf muscles- feet constant/frequent throbbing/twiching sensation supression/holding down of thighs twitching sensation in knee stiffness in knee joint twitching sensation in waist stiffness of lowback twitching sensation in thigh stiffness in thigh pricking pain bending/flexion of the body,,Ayurveda
160,159,AAC-20.2,VATAKAPAJA-GRUDHRASI,vātakaphaja-gr̥dhrasī,वातकफज-गृध्रसी,gRudhrasI due to vāta and kapha ,gradual stiffness in gluteal region- low back- upper back- thigh- knee- calf muscles- feet constant/frequent throbbing/twiching sensation supression/holding down of thighs drowsiness/lassitude heaviness tastelessness/aversion to food diminution of agni /hypofunction of digestive mechanism salivation,,Ayurveda
161,160,AAC-21,JIHVASTAMBAH,jihvāstambhaḥ,जिह्वास्तम्भः,tongue paralysis ,inability in intake (of food and liquids) unable to speak,,Ayurveda
162,161,AAC-22,TUNI,tūnī,तूनी,bladder pain radiating towards anus and penis ,pain travels down from rectum and urinary bladder tearing sensation in the genitals tearing sensation in the anus severe pain in bladder region,,Ayurveda
163,162,AAC-23,DANDAPATANAKAH,daṇḍāpatānakaḥ,दण्डापतानकः,orthotonos with rod like stiffness ,whole body stiffness like a stick,,Ayurveda
164,163,AAC-24,PAKSHAGHATA/PAKSHAVADHAH,pakṣāghāta/pakṣavadhaḥ,पक्षाघात/पक्षवधः,hemiplegia ,hemiplegia/hemiparesis loss of movements/unable to do movements (loss of motor function) (whole body/half body) impediment of speech/dysphasia pain contraction in one lower limb contraction in one upper limb pricking pain sharp/acute pain senseless/unconciousness dislocation of joint/flaccidity loss of tactile sensation,,Ayurveda
165,164,AAC-24.1,KAPANVITAPAKSHAGHATAH,kaphānvitapakṣāghātaḥ,कफान्वितपक्षाघातः,pakśāghāta due to kapha ,cold on touch on affected side of body oedema heaviness,,Ayurveda
166,165,AAC-24.2,PITTANVITAPAKSHAGHATAH,pittānvitapakṣāghātaḥ,पित्तान्वितपक्षाघातः,pakśāghāta due to pitta ,burning sensation burning sensation syncope/attacks of swooning,,Ayurveda
167,166,AAC-24.3,BALA-PAKSHAGHATAH,bāla-pakṣāghātaḥ,बाल-पक्षाघातः,hemiplegia in children ,,,Ayurveda
168,167,AAC-25,PADADAHAH,pādadāhaḥ,पाददाहः,burning feet ,burning sensation in feet (specially on walking),,Ayurveda
169,168,AAC-26,PADAHARSHAH,pādaharṣaḥ,पादहर्षः,tingling feet ,numbness in the feet sensation of excitement/tingling in the feet,,Ayurveda
170,169,AAC-27,PRATITUNI,pratitūnī,प्रतितूनी,reverse of ptūnī ,pain arises from the anorectal and penile region and radiates quickly upwards (reverse spreading),,Ayurveda
171,170,AAC-28,PRATYASHTHILA,pratyaṣṭhīlā,प्रत्यष्ठीला,prostatic hyperplasia ,pain/excessive pain stony hard round shaped gland obstruction to flatus obstruction to feces obstruction in passage of urine gurgling sound of the intestines/barborygmus distention of abdomen,,Ayurveda
172,171,AAC-29,VRANAYAMAH,vraṇāyāmaḥ,व्रणायामः,post-traumatic convulsion ,,,Ayurveda
173,172,AAC-30,PANGUH,paṅguḥ,पङ्गुः,lameness (bilateral) ,paralysis of both lower limbs/thighs,,Ayurveda
174,173,AAC-31,MINMINAH,minminaḥ,मिन्मिनः,nasal voice ,nasal twang,,Ayurveda
175,174,AAC-32,MANYASTAMBAH,manyāstambhaḥ,मन्यास्तम्भः,stiff neck/torticollis/wry neck ,torticollis/stiffness of neck,,Ayurveda
176,175,AAC-33,MUKATVAM,mūkatvam,मूकत्वम्,dumbness/aphasia ,dumbness/aphasia,,Ayurveda
177,176,AAC-34,VATAKANTAKAM,vātakaṇṭakam,वातकण्टकम्,calcanial spur/painful heel ,pain in feet,,Ayurveda
178,177,AAC-35,VISVACI,viśvācī,विश्वाची,brachial neuralgia/arm pain ,loss of function of the upper extremities,,Ayurveda
179,178,AAC-36,KAMPAH/VEPATHUH,kampaḥ/vēpathuḥ,कम्पः/वेपथुः,tremor ,involuntary movements of the all parts of the body/shaking movement of whole body,Note: Also Classifed under śōṇitajanyarōgaḥ[ED-2],Ayurveda
180,179,AAC-37,SIROGRAHAH,śirōgrahaḥ,शिरोग्रहः,head and neck rigidity ,,,Ayurveda
181,180,AAC-38,SARVANGAVATAH/SARVANGAROGAH,sarvāṅgavātaḥ/sarvāṅgarōgaḥ,सर्वाङ्गवातः/सर्वाङ्गरोगः,total body paralysis/quadriplegia ,,,Ayurveda
182,181,AAC-39,SIRAGRAHAH,sirāgrahaḥ,सिराग्रहः,vasoconstriction ,blackish discoloration dry associated with pain,,Ayurveda
183,182,AAC-40,HANUGRAHAH/HANUSRAMSA,hanugrahaḥ/hanusraṁsa,हनुग्रहः/हनुस्रंस,lock-jaw/trismus ,difficulty in chewing difficilty in speaking mouth remain open painless mouth remain closed/trismus,,Ayurveda
184,183,AAD,AVRUTA-VATAH/AVARANAVATA,āvr̥ta-vātaḥ/āvaraṇavāta,आवृत-वातः/आवरणवात,occlusion of vāta ,,,Ayurveda
185,184,AAD-1,ANYONYAVARANAH/PARASPARA-AVARANAH,anyōnyāvaraṇaḥ/paraspara-āvaraṇaḥ,अन्योन्यावरणः/परस्पर-आवरणः,mutual occlusion of vāta ,,,Ayurveda
186,185,AAD-1.1,PRANAVRUTAVYANAVATAH,prāṇāvr̥tavyānavātaḥ,प्राणावृतव्यानवातः,disorders of vyānavāta occluded by prāṇāvāta ,loss of ability of sense organs loss of memory loss of physical strength or weakness,,Ayurveda
187,186,AAD-1.2,VYANAVRUTAPRANAVATAH,vyānāvr̥taprāṇavātaḥ,व्यानावृतप्राणवातः,disorders of prāṇavāta occluded by vyānāvāta ,excessive sweating horripilation skin diseases numbness in the body parts,,Ayurveda
188,187,AAD-1.3,PRANAVRUTASAMANAVATAH,prāṇāvr̥tasamānavātaḥ,प्राणावृतसमानवातः,disorders of samānavāta occluded by prāṇāvāta ,dullness/frigidity/inactiveness stuttering/stammmering dumbness/aphasia,,Ayurveda
189,188,AAD-1.4,SAMANAVRUTA-APANAVATAH,samānāvr̥ta-apānavātaḥ,समानावृत-अपानवातः,disorders of apāṇavāta occluded by samānāvāta ,derangement of agni situated in grahaṇī pain/disease in flanks diseases of heart colicky pain in epigastric region,,Ayurveda
190,189,AAD-1.5,PRANAVRUTA-UDANAVATAH,prāṇāvr̥ta-udānavātaḥ,प्राणावृत-उदानवातः,disorders of udānavāta occluded by prāṇāvāta ,"stiffness of head cold, catarrh obstruction/restriction to respiration diseases of heart dryness in mouth",,Ayurveda
191,190,AAD-1.6,UDANAVRUTAPRANAVATAH,udānāvr̥taprāṇavātaḥ,उदानावृतप्राणवातः,disorders of prāṇavāta occluded by udānāvāta ,"loss of activities loss of vitality/bodily strength, energy, power loss of strength loss of lustre/complexion death",,Ayurveda
192,191,AAD-1.7,UDANAVRUTA-APANAVATAH,udānāvr̥ta-apānavātaḥ,उदानावृत-अपानवातः,disorders of apāṇavāta occluded by udānā vāta ,vomiting breathlessness/difficult breathing,,Ayurveda
193,192,AAD-1.8,APANAVRUTA-UDANAVATAH,apānāvr̥ta-udānavātaḥ,अपानावृत-उदानवातः,disorders of udānavāta occluded by apāṇavāta ,semiconsciousness or stupefaction insufficient digestive power/capacity diarrhoea,,Ayurveda
194,193,AAD-1.9,VYANAVRUTA-APANAVATAH,vyānāvr̥ta-apānavātaḥ,व्यानावृत-अपानवातः,disorders of apāṇavāta occluded by vyAnA vāta ,vomiting abdominal distension upword movement of vayu due to retention of stool and urine palpable glandular enlargment in abdomen/abdominal lump pain sharp cutting pain in anus,,Ayurveda
195,194,AAD-1.10,APANAVRUTA-VYANAVATAH,apānāvr̥ta-vyānavātaḥ,अपानावृत-व्यानवातः,disorders of vyānavāta occluded by apāṇavāta ,excessive defecation excessive micturition excessive semen/ejaculation,,Ayurveda
196,195,AAD-1.11,SAMANAVRUTA-VYANAVATAH,samānāvr̥ta-vyānavātaḥ,समानावृत-व्यानवातः,disorders of apāṇavāta occluded by samAnA vāta ,syncope/attacks of swooning drowsiness/lassitude excess talking/irrelevant speech/incoherent speech exhaustion or tirednes to body /inability to perform physical activities diminution of agni (digestive power) diminution of vitality/body energy/power loss of physical strength or weakness,,Ayurveda
197,196,AAD-1.12,UDANAVRUTAVYANAVATAH,udānāvr̥tavyānavātaḥ,उदानावृतव्यानवातः,disorders of vyānavāta occluded by udAna vāta ,stiffness insufficient digestive power/capacity anhidrosis/lack of sweating loss of activities/motor function having the eyes closed,,Ayurveda
198,197,AAD-1.13,APANAVRUTASAMANAVATAH,apānāvr̥tasamānavātaḥ,अपानावृतसमानवातः,disorders of samānavāta occluded by apāṇavāta ,,,Ayurveda
199,198,AAD-1.14,APANAVRUTA-PRANAVATAH,apānāvr̥ta-prāṇavātaḥ,अपानावृत-प्राणवातः,disorders of prāṇāvāta occluded by apāṇavāta ,,,Ayurveda
200,199,AAD-1.15,PRANAVRUTA-APANAVATAH,prāṇāvr̥ta-apānavātaḥ,प्राणावृत-अपानवातः,disorders of apāṇavāta occluded by prāṇavāta ,,,Ayurveda
